adults,children,babies,meal,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,1,Canceled,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
1,1,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,1,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,1,0,BB,0,0,Check-Out,1/5/16
2,1,0,SC,0,3,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
1,0,0,BB,0,0,Canceled,1/5/16
1,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,Check-Out,1/5/16
2,0,0,SC,0,0,No-Show,3/7/17
1,0,0,HB,0,0,Check-Out,1/5/16
2,0,0,BB,0,0,No-Show,1/5/16
1,0,0,BB,0,0,Check-Out,1/14/16
1,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,2/4/16
1,0,0,BB,0,0,Check-Out,2/24/16
1,0,0,BB,0,0,Check-Out,3/3/16
1,0,0,BB,0,0,Check-Out,3/11/16
1,0,0,BB,0,0,Check-Out,3/17/16
1,0,0,BB,0,0,Check-Out,3/22/16
2,1,0,BB,0,2,Check-Out,4/2/16
1,0,0,BB,0,0,Check-Out,5/11/16
1,0,0,SC,0,0,Check-Out,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,2,Check-Out,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,1,Check-Out,1/6/16
2,0,0,SC,0,0,Check-Out,1/6/16
2,0,0,BB,0,1,Check-Out,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,2,Check-Out,1/6/16
2,0,0,BB,0,1,Canceled,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,0,Check-Out,1/6/16
2,0,0,BB,0,1,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Canceled,1/6/16
2,0,0,BB,0,0,Check-Out,1/7/16
1,0,0,BB,0,0,Check-Out,1/7/16
2,0,0,BB,0,1,Canceled,1/7/16
2,0,0,BB,0,0,Canceled,1/7/16
2,0,0,BB,0,0,Canceled,1/7/16
2,0,0,BB,1,0,Check-Out,1/7/16
1,0,0,BB,0,0,Check-Out,1/7/16
2,0,0,BB,0,0,Check-Out,1/7/16
2,0,0,BB,0,0,Check-Out,1/7/16
2,0,0,BB,0,0,Check-Out,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
2,0,0,HB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
1,0,0,BB,0,0,Canceled,1/7/16
2,0,0,BB,0,0,Check-Out,1/8/16
1,0,0,BB,0,0,Check-Out,1/8/16
1,0,0,BB,0,0,Check-Out,1/8/16
1,0,0,BB,0,0,Check-Out,5/25/17
2,0,0,BB,0,0,Check-Out,1/8/16
2,0,0,BB,0,0,Check-Out,1/8/16
2,0,0,SC,0,0,Check-Out,1/8/16
2,0,0,BB,0,1,No-Show,2/24/16
2,0,0,BB,0,0,Check-Out,1/8/16
2,0,0,BB,0,0,Check-Out,1/8/16
1,0,0,BB,0,1,Check-Out,1/8/16
1,0,0,BB,0,0,Check-Out,1/8/16
1,0,0,BB,0,1,Check-Out,8/26/15
1,0,0,BB,0,0,Check-Out,10/16/15
1,0,0,BB,0,0,Check-Out,12/13/15
1,0,0,BB,0,0,Check-Out,1/8/16
1,0,0,BB,0,1,Check-Out,1/23/16
1,0,0,BB,0,0,Check-Out,1/31/16
1,0,0,BB,0,2,Check-Out,2/17/16
2,0,0,BB,1,2,Check-Out,3/16/16
1,0,0,BB,0,0,Check-Out,3/19/16
1,0,0,BB,0,2,Check-Out,4/29/16
1,0,0,BB,0,2,Check-Out,4/29/16
1,0,0,BB,0,2,Check-Out,5/20/16
2,0,0,BB,0,2,Check-Out,9/28/16
2,0,0,SC,0,0,Check-Out,1/8/16
2,0,0,BB,0,0,Check-Out,1/11/16
2,0,0,BB,0,0,Check-Out,1/9/16
1,0,0,BB,0,0,Check-Out,12/17/15
1,0,0,BB,0,0,Check-Out,1/9/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,1,Check-Out,3/10/16
1,0,0,BB,0,1,Check-Out,10/26/16
1,0,0,BB,0,1,Check-Out,4/9/17
1,0,0,BB,0,1,Check-Out,4/12/17
1,0,0,BB,0,0,Check-Out,6/10/17
2,0,0,BB,0,0,Check-Out,1/9/16
2,0,0,BB,0,0,Check-Out,1/9/16
2,0,0,SC,0,0,Check-Out,1/9/16
2,0,0,BB,0,0,Check-Out,1/10/16
2,0,0,BB,0,0,Check-Out,1/10/16
2,0,0,BB,0,0,Check-Out,1/10/16
0,3,0,BB,0,1,Check-Out,1/10/16
2,0,0,HB,0,0,Check-Out,1/10/16
2,0,0,HB,0,0,Check-Out,1/10/16
2,0,0,HB,0,0,Check-Out,1/10/16
2,0,0,HB,0,0,Check-Out,1/10/16
2,0,0,SC,0,0,Check-Out,1/10/16
2,0,0,BB,0,0,Check-Out,1/10/16
2,0,0,FB,1,1,Check-Out,1/11/16
2,0,0,SC,0,0,Check-Out,1/11/16
1,0,0,BB,0,0,Check-Out,1/11/16
2,0,0,BB,0,0,Check-Out,1/11/16
2,0,0,BB,0,1,Check-Out,1/11/16
2,0,0,BB,0,0,Check-Out,1/11/16
2,0,0,BB,0,0,Check-Out,1/11/16
1,0,0,BB,0,0,Check-Out,1/12/16
2,0,0,HB,0,0,Check-Out,1/12/16
2,0,0,BB,0,1,Check-Out,1/12/16
1,0,0,HB,0,0,Check-Out,1/12/16
2,0,0,BB,0,0,Check-Out,1/13/16
1,0,0,BB,0,0,Check-Out,1/13/16
1,0,0,BB,0,0,Check-Out,1/13/16
2,0,0,SC,0,0,Check-Out,1/13/16
2,0,0,BB,0,0,Check-Out,1/13/16
1,0,0,BB,0,0,Check-Out,1/13/16
2,0,0,BB,0,1,Check-Out,1/13/16
2,0,0,BB,0,0,Check-Out,1/13/16
1,0,0,BB,0,0,Check-Out,1/13/16
1,0,0,BB,0,0,Check-Out,3/25/17
1,0,0,BB,0,0,Check-Out,6/30/17
3,0,0,BB,0,1,Check-Out,1/13/16
1,0,0,BB,0,0,Check-Out,1/13/16
2,0,0,BB,0,0,Check-Out,1/14/16
1,0,0,BB,0,0,Check-Out,1/14/16
3,0,0,BB,0,1,Check-Out,1/14/16
1,0,0,BB,0,0,Check-Out,1/14/16
2,0,0,BB,0,0,Check-Out,1/15/16
2,0,0,SC,0,0,Check-Out,1/15/16
2,0,0,BB,0,1,Check-Out,1/15/16
1,0,0,SC,0,0,Check-Out,1/15/16
2,0,0,SC,0,0,Check-Out,1/15/16
1,0,0,BB,0,0,Check-Out,1/15/16
1,0,0,BB,0,0,Check-Out,1/15/16
1,0,0,BB,0,0,Check-Out,1/15/16
1,0,0,BB,0,0,Check-Out,1/15/16
1,0,0,BB,0,0,Check-Out,1/15/16
1,0,0,BB,0,0,Check-Out,1/15/16
2,0,0,BB,0,0,Check-Out,1/15/16
2,0,0,BB,0,0,Check-Out,1/15/16
2,0,0,BB,0,0,Check-Out,1/15/16
2,0,0,BB,0,0,Check-Out,1/16/16
1,0,0,BB,0,0,Check-Out,1/16/16
1,0,0,BB,0,0,Check-Out,1/16/16
2,0,0,BB,1,1,Check-Out,1/16/16
2,0,0,SC,0,1,Check-Out,1/17/16
2,1,0,BB,0,1,Check-Out,1/17/16
2,2,0,BB,1,1,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,SC,0,0,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
1,0,0,SC,0,0,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,2,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,2,Check-Out,1/17/16
1,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,2,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,2,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
1,0,0,BB,0,2,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,BB,0,1,Check-Out,1/17/16
2,0,0,BB,0,0,Check-Out,1/17/16
2,0,0,SC,1,1,Check-Out,1/17/16
2,0,0,SC,0,1,Check-Out,1/17/16
2,0,0,BB,0,2,Check-Out,1/18/16
2,0,0,SC,0,1,Check-Out,1/18/16
2,0,0,BB,0,1,Check-Out,1/18/16
2,0,0,BB,0,0,Check-Out,1/18/16
2,0,0,BB,0,1,Check-Out,1/18/16
2,0,0,BB,0,0,Check-Out,1/18/16
2,0,0,BB,0,1,Check-Out,1/18/16
2,0,0,BB,0,0,Check-Out,1/18/16
2,0,0,BB,0,1,Check-Out,1/18/16
2,0,0,BB,0,1,Check-Out,4/15/16
2,0,0,BB,0,1,Check-Out,1/18/16
1,0,0,BB,0,0,Check-Out,1/19/16
2,0,0,SC,0,0,Check-Out,1/19/16
2,0,0,BB,0,0,Check-Out,1/19/16
1,0,0,BB,0,1,Check-Out,1/19/16
1,0,0,BB,0,0,Check-Out,2/2/16
1,0,0,BB,0,1,Check-Out,3/30/16
2,0,0,BB,0,1,Check-Out,4/6/16
2,0,0,BB,0,0,Canceled,12/9/15
2,0,0,BB,0,0,Canceled,12/9/15
2,0,0,BB,0,0,Canceled,12/9/15
1,0,0,BB,0,1,Check-Out,4/21/16
1,0,0,BB,0,1,Check-Out,6/3/16
1,0,0,BB,0,1,Check-Out,11/10/16
1,0,0,BB,0,0,Check-Out,1/19/16
1,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,1/20/16
2,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,1,0,Check-Out,1/20/16
1,0,0,BB,1,0,Check-Out,3/3/16
1,0,0,BB,1,0,Check-Out,9/28/16
1,0,0,BB,0,0,Check-Out,11/3/16
1,0,0,BB,0,0,Check-Out,1/11/17
1,0,0,BB,0,0,Check-Out,2/10/17
1,0,0,BB,0,0,Check-Out,3/28/17
1,0,0,BB,0,0,Check-Out,5/10/17
1,0,0,BB,0,0,Check-Out,5/18/17
1,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,1/20/16
2,0,0,BB,0,0,Check-Out,1/20/16
2,0,0,BB,0,0,Check-Out,1/20/16
2,0,0,BB,0,1,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,1/20/16
2,0,0,BB,0,0,Check-Out,1/20/16
1,0,0,BB,0,0,Check-Out,1/20/16
2,0,0,SC,0,2,Check-Out,1/21/16
2,0,0,SC,0,2,Check-Out,1/21/16
2,0,0,SC,0,2,Check-Out,1/21/16
2,0,0,BB,0,1,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
2,0,0,BB,0,1,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
2,0,0,BB,1,1,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,1,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
1,0,0,BB,0,0,Check-Out,1/21/16
2,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,BB,0,0,Check-Out,1/22/16
2,0,0,BB,0,0,Check-Out,1/22/16
1,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,BB,1,1,Check-Out,1/22/16
1,0,0,BB,0,0,Check-Out,1/22/16
1,0,0,BB,0,0,Check-Out,1/22/16
1,0,0,BB,0,0,Check-Out,1/22/16
1,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,BB,0,1,Check-Out,1/22/16
1,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,SC,0,0,Check-Out,1/22/16
1,0,0,BB,0,0,Check-Out,1/22/16
1,0,0,BB,0,0,Check-Out,1/22/16
1,0,0,BB,0,1,Check-Out,1/22/16
2,0,0,SC,0,0,Check-Out,1/22/16
2,0,0,SC,0,0,Check-Out,1/22/16
2,0,0,BB,0,0,Check-Out,1/22/16
2,0,0,SC,0,1,No-Show,1/22/16
2,0,0,BB,0,1,Check-Out,1/23/16
2,0,0,BB,0,1,Check-Out,1/23/16
1,0,0,BB,0,0,Check-Out,1/23/16
2,0,0,BB,0,1,Check-Out,1/23/16
2,0,0,SC,0,1,Check-Out,1/23/16
2,0,0,BB,0,0,Check-Out,1/23/16
2,0,0,BB,0,1,Check-Out,1/23/16
2,0,0,BB,0,1,Check-Out,1/23/16
2,0,0,BB,0,0,Check-Out,1/23/16
2,0,0,SC,0,1,Check-Out,1/23/16
1,0,0,SC,0,0,Check-Out,1/23/16
1,0,0,BB,0,1,Check-Out,1/23/16
1,0,0,BB,1,0,Check-Out,1/24/16
2,0,0,BB,1,1,Check-Out,1/11/17
1,0,0,BB,1,0,Check-Out,1/24/16
1,0,0,BB,0,2,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
1,0,0,BB,0,0,Check-Out,1/24/16
1,0,0,BB,0,1,Check-Out,1/24/16
2,0,0,BB,1,1,Check-Out,1/24/16
1,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
1,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
1,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,1,1,Check-Out,1/24/16
2,0,0,SC,0,1,Check-Out,1/24/16
2,0,0,SC,0,1,Check-Out,1/24/16
1,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,1,1,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,SC,0,1,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,BB,1,1,Check-Out,1/24/16
2,0,0,BB,0,1,Check-Out,1/24/16
0,2,0,BB,0,0,Check-Out,1/24/16
2,0,0,SC,1,1,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
2,0,0,SC,0,1,Check-Out,1/24/16
2,0,0,BB,0,1,Check-Out,1/24/16
2,0,0,SC,0,2,Check-Out,1/24/16
1,0,0,BB,0,1,Check-Out,1/24/16
2,0,0,BB,0,0,Check-Out,1/24/16
1,0,0,BB,1,0,Check-Out,3/29/16
1,0,0,BB,0,0,Check-Out,1/25/16
1,0,0,BB,0,0,Check-Out,1/25/16
2,0,0,SC,0,0,Check-Out,1/25/16
2,0,0,BB,1,0,Check-Out,1/25/16
2,0,0,BB,0,0,Check-Out,1/25/16
2,0,0,BB,0,1,Check-Out,1/25/16
2,0,0,SC,0,1,Check-Out,1/25/16
2,0,0,BB,0,0,Check-Out,1/25/16
2,0,0,BB,0,0,Check-Out,1/25/16
2,0,0,BB,0,0,Check-Out,1/25/16
2,0,0,BB,0,1,Check-Out,1/25/16
2,0,0,SC,0,0,Check-Out,1/25/16
2,0,0,BB,0,1,Check-Out,1/25/16
2,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,1,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,3/23/16
2,0,0,BB,0,0,Check-Out,1/26/16
2,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,1/26/16
2,0,0,BB,0,0,Check-Out,1/26/16
2,0,0,BB,0,0,Check-Out,1/26/16
2,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,1/26/16
1,0,0,BB,0,0,Check-Out,1/26/16
